,Unnamed: 0,ID,calldate,callend,duration,connect_duration,progress_time,first_rtp_time,caller,caller_domain,caller_reverse,callername,callername_reverse,called,called_domain,called_reverse,sipcallerip,sipcallerport,sipcalledip,sipcalledport,whohanged,bye,lastSIPresponse_id,lastSIPresponseNum,sighup,dscp,a_index,b_index,a_payload,b_payload,a_saddr,b_saddr,a_received,b_received,a_lost,b_lost,a_ua_id,b_ua_id,a_avgjitter_mult10,b_avgjitter_mult10,a_maxjitter,b_maxjitter,a_sl1,a_sl2,a_sl3,a_sl4,a_sl5,a_sl6,a_sl7,a_sl8,a_sl9,a_sl10,a_d50,a_d70,a_d90,a_d120,a_d150,a_d200,a_d300,b_sl1,b_sl2,b_sl3,b_sl4,b_sl5,b_sl6,b_sl7,b_sl8,b_sl9,b_sl10,b_d50,b_d70,b_d90,b_d120,b_d150,b_d200,b_d300,a_mos_lqo_mult10,b_mos_lqo_mult10,a_mos_f1_mult10,a_mos_f2_mult10,a_mos_adapt_mult10,b_mos_f1_mult10,b_mos_f2_mult10,b_mos_adapt_mult10,a_rtcp_loss,a_rtcp_maxfr,a_rtcp_avgfr_mult10,a_rtcp_maxjitter,a_rtcp_avgjitter_mult10,b_rtcp_loss,b_rtcp_maxfr,b_rtcp_avgfr_mult10,b_rtcp_maxjitter,b_rtcp_avgjitter_mult10,a_last_rtp_from_end,b_last_rtp_from_end,payload,jitter_mult10,mos_min_mult10,a_mos_min_mult10,b_mos_min_mult10,packet_loss_perc_mult1000,a_packet_loss_perc_mult1000,b_packet_loss_perc_mult1000,delay_sum,a_delay_sum,b_delay_sum,delay_avg_mult100,a_delay_avg_mult100,b_delay_avg_mult100,delay_cnt,a_delay_cnt,b_delay_cnt,rtcp_avgfr_mult10,rtcp_avgjitter_mult10,lost,id_sensor,price_operator_mult100,price_operator_currency_id,price_customer_mult100,price_customer_currency_id,reason_sip_cause,reason_sip_text_id,reason_q850_cause,reason_q850_text_id,caller_silence,called_silence,caller_silence_end,called_silence_end,a_mos_xr_min_mult10,b_mos_xr_min_mult10,a_mos_xr_mult10,b_mos_xr_mult10,response_time_100,response_time_xxx,a_mos_f1_min_mult10,a_mos_f2_min_mult10,a_mos_adapt_min_mult10,b_mos_f1_min_mult10,b_mos_f2_min_mult10,b_mos_adapt_min_mult10,a_rtp_ptime,b_rtp_ptime,flags,ipaddr_caller,ipaddr_called,ipaddr_lat_sip_caller,ipaddr_lat_ip_called,ipaddr_lons_ip_caller,ipaddr_lons_ip_called,sipcallerasn,sipcallerasorg,sipcalledasn,sipcalledasorg,a_saddr_asn,a_saddr_asorg,b_saddr_asn,b_saddr_asorg,caller_city_asn,called_city_asn
4847,8956,76104779,2018-05-01 11:12:51,2018-05-01 11:15:06,135,125,2,2,601,sanitized,106,sanitized,sanitized,519850,sanitized,58915,755176634,1024,3227975506,11000,caller,3,1,200,0,33685504,1,0,9,9,755176634,3227975506,6629,6626,0,0,3527,2,4,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,45,45,45,45,45,44,,,,,,,,,,,0,0,9,4,45,45,45,0,0,0,60,0,60,6000,0,6000,1,0,1,,,0,801,,,,,,,,,,,,,,,,,1,5,45,45,45,45,45,38,20,20,,45.3.20.186,192.102.255.82,43.5148,43.6319,-79.884,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Milton,
4848,8957,76104780,2018-05-01 11:12:53,2018-05-01 11:15:06,133,125,0,8,601,sanitized,106,sanitized,sanitized,501,sanitized,105,3227975506,11000,755175897,1024,caller,3,1,200,0,33685504,0,1,9,9,3227975506,755175897,6236,6235,0,0,2,,1,4,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,44,,,,,,,,,,,0,0,9,4,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,21,,,,,,,,,1,189,45,45,45,45,45,35,20,20,,192.102.255.82,45.3.17.217,43.6319,43.4032,-79.3716,-79.7186,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,40788,Start Communications,,Oakville
4849,8958,76102821,2018-05-01 02:48:18,2018-05-01 02:48:46,28,24,4,4,601,sanitized,106,sanitized,sanitized,519438,sanitized,834915,755176634,1024,3227975506,11000,caller,3,1,200,0,33685504,1,0,9,9,755176634,3227975506,1184,1192,0,0,3527,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,,,,,,,,,,,1,5,45,45,45,45,45,45,20,20,,45.3.20.186,192.102.255.82,43.5148,43.6319,-79.884,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Milton,
4850,8959,76102825,2018-05-01 02:48:18,2018-05-01 02:48:46,28,24,4,4,601,sanitized,106,sanitized,sanitized,519438,sanitized,834915,755176634,1024,3227975504,7000,caller,3,1,200,0,131072,1,0,9,9,755176634,3227975506,1183,1191,0,0,3527,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,,,,,,,,,,,2,6,45,45,45,45,45,45,20,20,,45.3.20.186,192.102.255.80,43.5148,43.6319,-79.884,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Milton,
4851,8961,76102907,2018-05-01 03:01:52,2018-05-01 03:02:10,18,7,3,3,601,sanitized,106,sanitized,sanitized,519601,sanitized,106915,755176634,1024,3227975507,11000,caller,3,1,200,0,33685504,1,0,9,9,755176634,3227975507,772,776,0,0,3527,2,3,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,6,45,45,45,0,0,0,300,0,300,30000,0,30000,1,0,1,,,0,801,,,,,,,,,,,,,,,,,1,4,45,45,45,45,45,45,20,20,,45.3.20.186,192.102.255.83,43.5148,43.6319,-79.884,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Milton,
4852,8962,76102910,2018-05-01 03:01:52,2018-05-01 03:02:10,18,7,3,3,601,sanitized,106,sanitized,sanitized,519601,sanitized,106915,755176634,1024,3227975504,7000,caller,3,1,200,0,131072,1,0,9,9,755176634,3227975507,771,776,0,0,3527,2,3,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,6,45,45,45,0,0,0,300,0,300,30000,0,30000,1,0,1,,,0,802,,,,,,,,,,,,,,,,,1,5,45,45,45,45,45,45,20,20,,45.3.20.186,192.102.255.80,43.5148,43.6319,-79.884,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Milton,
4853,8963,76104277,2018-05-01 10:54:03,2018-05-01 10:54:26,23,8,6,6,501,sanitized,105,sanitized,sanitized,226504,sanitized,405622,755175897,1024,3227975507,11000,caller,3,1,200,0,33685504,1,0,9,9,755175897,3227975507,855,856,0,0,3526,2,3,35,2,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,45,45,45,45,45,43,,,,,,,,,,,0,0,9,35,45,45,45,0,0,0,300,0,300,30000,0,30000,1,0,1,,,0,801,,,,,,,,,,,,,,,,,1,5,45,45,45,45,45,40,20,20,,45.3.17.217,192.102.255.83,43.4032,43.6319,-79.7186,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Oakville,
4854,8964,76104279,2018-05-01 10:54:03,2018-05-01 10:54:26,23,8,6,6,501,sanitized,105,sanitized,sanitized,226504,sanitized,405622,755175897,1024,3227975504,7000,caller,3,1,200,0,131072,1,0,9,9,755175897,3227975507,854,856,0,0,3526,2,3,35,2,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,45,45,45,45,45,43,,,,,,,,,,,0,0,9,35,45,45,45,0,0,0,300,0,300,30000,0,30000,1,0,1,,,0,802,,,,,,,,,,,,,,,,,1,5,45,45,45,45,45,40,20,20,,45.3.17.217,192.102.255.80,43.4032,43.6319,-79.7186,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Oakville,
4855,8965,76103772,2018-05-01 10:03:10,2018-05-01 10:04:00,50,34,10,10,501,sanitized,105,sanitized,sanitized,519709,sanitized,907915,755175897,1024,3227975507,11000,caller,3,1,200,0,33685504,1,0,9,9,755175897,3227975507,1992,1996,1,0,3526,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,4,45,45,45,50,50,0,0,0,0,0,0,0,0,0,0,,,1,801,,,,,,,,,,,,,,,,,2,5,45,45,45,45,45,45,20,20,,45.3.17.217,192.102.255.83,43.4032,43.6319,-79.7186,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Oakville,
4856,8966,76103776,2018-05-01 10:03:10,2018-05-01 10:04:00,50,34,10,10,501,sanitized,105,sanitized,sanitized,519709,sanitized,907915,755175897,1024,3227975504,7000,caller,3,1,200,0,131072,1,0,9,9,755175897,3227975507,1992,1995,0,0,3526,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,,,,,,,,,,,2,8,45,45,45,45,45,45,20,20,,45.3.17.217,192.102.255.80,43.4032,43.6319,-79.7186,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Oakville,
4857,8970,76104427,2018-05-01 10:59:12,2018-05-01 11:00:49,97,88,9,9,501,sanitized,105,sanitized,sanitized,101,sanitized,101,3227975506,11000,1676626115,1029,caller,3,1,200,0,33685504,1,0,9,9,3227975506,1676626115,4424,4432,0,1,2,3457,1,29,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,1,,,,,,0,0,9,29,45,45,45,23,0,23,0,0,0,0,0,0,0,0,0,0,1,1,801,,,,,,,16,21,,,,,,,,,1,9043,45,45,45,45,45,45,20,20,,192.102.255.82,99.239.72.195,43.6319,43.0123,-79.3716,-81.2307,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,812,Rogers Communications Canada Inc.,,London
4858,8971,76104428,2018-05-01 10:59:10,2018-05-01 11:00:49,99,88,11,11,501,sanitized,105,sanitized,sanitized,519645,sanitized,546915,755175897,1024,3227975506,11000,caller,3,1,200,0,33685504,1,0,9,9,755175897,3227975506,4425,4425,0,0,3526,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,,,,,,,,,,,1,4,45,45,45,45,45,45,20,20,,45.3.17.217,192.102.255.82,43.4032,43.6319,-79.7186,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Oakville,
4859,8972,76104429,2018-05-01 10:59:12,2018-05-01 11:00:49,97,88,9,9,501,sanitized,105,sanitized,sanitized,101,sanitized,101,3227975504,7000,1676626115,1029,caller,3,1,200,0,33554432,1,0,9,9,3227975506,1676626115,4423,4430,0,1,2,3457,1,29,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,1,,,,,,0,0,9,29,45,45,45,23,0,23,0,0,0,0,0,0,0,0,0,0,1,1,802,,,,,,,16,21,,,,,,,,,85,9042,45,45,45,45,45,45,20,20,,192.102.255.80,99.239.72.195,43.6319,43.0123,-79.3716,-81.2307,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,812,Rogers Communications Canada Inc.,,London
4860,8973,76104430,2018-05-01 10:59:10,2018-05-01 11:00:49,99,88,11,11,501,sanitized,105,sanitized,sanitized,519645,sanitized,546915,755175897,1024,3227975504,7000,caller,3,1,200,0,131072,1,0,9,9,755175897,3227975506,4423,4424,0,0,3526,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,,,,,,,,,,,1,5,45,45,45,45,45,45,20,20,,45.3.17.217,192.102.255.80,43.4032,43.6319,-79.7186,-79.3716,40788,Start Communications,393755,CloudPBX,40788,Start Communications,393755,CloudPBX,Oakville,
4861,8974,76102919,2018-05-01 03:02:28,2018-05-01 03:02:50,22,18,4,4,401,sanitized,104,sanitized,sanitized,519438,sanitized,834915,1217120081,20699,3227975507,11000,caller,3,1,200,0,33685504,1,2,9,9,1217120081,3227975507,849,839,0,0,3525,2,17,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,17,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,,,,,,,,,,,1,4,45,45,45,45,45,45,20,20,,72.139.199.81,192.102.255.83,43.6404,43.6319,-79.3995,-79.3716,20453,Rogers Communications Canada Inc.,393755,CloudPBX,20453,Rogers Communications Canada Inc.,393755,CloudPBX,Toronto,
4862,8975,76102921,2018-05-01 03:02:28,2018-05-01 03:02:50,22,18,4,4,401,sanitized,104,sanitized,sanitized,519438,sanitized,834915,1217120081,20699,3227975504,7000,caller,3,1,200,0,131072,1,2,9,9,1217120081,3227975507,849,839,0,0,3525,2,17,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,17,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,,,,,,,,,,,2,5,45,45,45,45,45,45,20,20,,72.139.199.81,192.102.255.80,43.6404,43.6319,-79.3995,-79.3716,20453,Rogers Communications Canada Inc.,393755,CloudPBX,20453,Rogers Communications Canada Inc.,393755,CloudPBX,Toronto,
4863,8976,76103489,2018-05-01 06:58:44,2018-05-01 07:01:08,144,136,3,3,401,sanitized,104,sanitized,sanitized,911,sanitized,119,1217120081,20699,3227975504,7000,caller,3,1,200,0,131072,1,2,9,9,1217120081,3227975506,7032,7017,0,0,3525,2,102,1,25,2,0,0,0,0,0,0,0,0,0,0,49,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,102,45,45,45,0,0,0,6440,6440,0,7236,7236,0,89,89,0,,,0,802,,,,,,,,,,,,,,,,,2,6,45,45,45,45,45,45,20,20,,72.139.199.81,192.102.255.80,43.6404,43.6319,-79.3995,-79.3716,20453,Rogers Communications Canada Inc.,393755,CloudPBX,20453,Rogers Communications Canada Inc.,393755,CloudPBX,Toronto,
4864,8977,76103491,2018-05-01 06:58:45,2018-05-01 07:01:08,143,136,2,2,401,sanitized,104,sanitized,sanitized,911,sanitized,119,1217120081,20699,3227975506,11000,caller,3,1,200,0,33685504,1,2,9,9,1217120081,3227975506,7033,7017,0,0,3525,2,102,2,25,2,0,0,0,0,0,0,0,0,0,0,49,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,102,45,45,45,0,0,0,6440,6440,0,7236,7236,0,89,89,0,,,0,801,,,,,,,,,,,,,,,,,2,5,45,45,41,45,45,45,20,20,,72.139.199.81,192.102.255.82,43.6404,43.6319,-79.3995,-79.3716,20453,Rogers Communications Canada Inc.,393755,CloudPBX,20453,Rogers Communications Canada Inc.,393755,CloudPBX,Toronto,
4865,8978,76105141,2018-05-01 11:30:13,2018-05-01 11:30:42,29,25,0,4,401,sanitized,104,sanitized,sanitized,201,sanitized,102,3227975504,7000,3638379600,1379,callee,3,1,200,0,33554432,0,1,9,9,3227975507,3638379600,1248,1242,0,0,2,2177,1,13,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,2,,,,,,0,0,9,13,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,802,,,,,,,,,,,,,,,,,81,169,45,45,45,45,45,45,20,20,,192.102.255.80,216.221.68.80,43.6319,42.9888,-79.3716,-82.3592,393755,CloudPBX,7992,Cogeco Cable,393755,CloudPBX,7992,Cogeco Cable,,Sarnia
4866,8979,76105145,2018-05-01 11:30:12,2018-05-01 11:30:42,30,25,1,1,401,sanitized,104,sanitized,sanitized,201,sanitized,102,412233259,1028,3227975504,7000,callee,3,1,200,0,131072,1,0,9,9,412233259,3227975507,1416,1411,0,0,2154,2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,43,,,,,,0,1,2,8029,16060,0,0,9,5,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,2,16060,0,802,,,,,,,16,21,,,,,,,,,2,5,45,45,45,45,45,39,20,20,,24.146.46.43,192.102.255.80,44.9001,43.6319,-76.2494,-79.3716,7992,Cogeco Cable,393755,CloudPBX,7992,Cogeco Cable,393755,CloudPBX,Perth,
4867,8980,76105157,2018-05-01 11:30:13,2018-05-01 11:30:42,29,25,0,4,401,sanitized,104,sanitized,sanitized,201,sanitized,102,3227975507,11000,3638379600,1379,callee,3,1,200,0,33685504,0,1,9,9,3227975507,3638379600,1248,1242,0,0,2,2177,1,13,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,2,,,,,,0,0,9,13,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,801,,,,,,,,,,,,,,,,,1,169,45,45,45,45,45,45,20,20,,192.102.255.83,216.221.68.80,43.6319,42.9888,-79.3716,-82.3592,393755,CloudPBX,7992,Cogeco Cable,393755,CloudPBX,7992,Cogeco Cable,,Sarnia
4868,8981,76105161,2018-05-01 11:30:12,2018-05-01 11:30:42,30,25,1,1,401,sanitized,104,sanitized,sanitized,201,sanitized,102,412233259,1028,3227975507,11000,callee,3,1,200,0,33685504,1,0,9,9,412233259,3227975507,1419,1411,0,0,2154,2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,43,,,,,,0,1,2,8029,16060,0,0,9,5,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,2,16060,0,801,,,,,,,16,21,,,,,,,,,2,5,45,45,45,45,45,39,20,20,,24.146.46.43,192.102.255.83,44.9001,43.6319,-76.2494,-79.3716,7992,Cogeco Cable,393755,CloudPBX,7992,Cogeco Cable,393755,CloudPBX,Perth,
4869,8982,76103483,2018-05-01 06:47:13,2018-05-01 06:48:45,92,87,1,3,773301,sanitized,103377,sanitized,sanitized,888218,sanitized,812888,1145337704,5060,3227975485,5060,caller,3,1,200,0,131072,1,0,0,0,1145337708,3227975486,4353,4313,0,0,156,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,3,3,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,24,,,,,,,,,1,208,45,45,45,45,45,45,20,20,,68.68.119.104,192.102.255.61,37.751,43.6319,-97.822,-79.3716,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,,
4870,8983,76103484,2018-05-01 06:47:13,2018-05-01 06:48:45,92,87,1,3,773301,sanitized,103377,sanitized,sanitized,888218,sanitized,812888,1145337704,5060,3227975486,11000,caller,3,1,200,0,33685504,1,0,0,0,1145337708,3227975486,4455,4421,0,0,156,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,24,,,,,,,,,1,208,45,45,45,45,45,45,20,20,,68.68.119.104,192.102.255.62,37.751,43.6319,-97.822,-79.3716,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,,
4871,8984,76103496,2018-05-01 07:04:00,2018-05-01 07:05:08,68,64,0,2,773301,sanitized,103377,sanitized,sanitized,888218,sanitized,812888,1145337704,5060,3227975485,5060,caller,3,1,200,0,131072,1,0,0,0,1145337708,3227975487,3269,3234,0,0,156,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,1,1,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,24,,,,,,,,,1,529,45,45,45,45,45,45,20,20,,68.68.119.104,192.102.255.61,37.751,43.6319,-97.822,-79.3716,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,,
4872,8985,76103497,2018-05-01 07:04:00,2018-05-01 07:05:08,68,64,0,2,773301,sanitized,103377,sanitized,sanitized,888218,sanitized,812888,1145337704,5060,3227975487,11000,caller,3,1,200,0,33685504,1,0,0,0,1145337708,3227975487,3293,3268,0,0,156,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,24,,,,,,,,,1,528,45,45,45,45,45,45,20,20,,68.68.119.104,192.102.255.63,37.751,43.6319,-97.822,-79.3716,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,,
4873,8986,76103498,2018-05-01 07:05:22,2018-05-01 07:10:27,305,301,0,2,773301,sanitized,103377,sanitized,sanitized,888218,sanitized,812888,1145337704,5060,3227975485,5060,callee,3,1,200,0,131072,1,0,0,0,1145337708,3227975487,15192,14996,0,0,156,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,21,,,,,,,,,1,202,45,45,45,45,45,43,20,20,,68.68.119.104,192.102.255.61,37.751,43.6319,-97.822,-79.3716,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,,
4874,8987,76103499,2018-05-01 07:06:49,2018-05-01 07:10:27,218,217,1,0,773301,sanitized,103377,sanitized,sanitized,224252,sanitized,24221+,3227975485,5060,1145337704,5060,callee,3,1,200,0,33554432,1,0,0,0,3227975487,1145337708,10817,10854,0,0,2,156,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,,,,,,,,,,,16,1239,45,45,41,45,45,45,20,20,,192.102.255.61,68.68.119.104,43.6319,37.751,-79.3716,-97.822,393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",,
4875,8988,76103500,2018-05-01 07:05:22,2018-05-01 07:10:27,305,301,0,2,773301,sanitized,103377,sanitized,sanitized,888218,sanitized,812888,1145337704,5060,3227975487,11000,callee,3,1,200,0,33685504,1,0,0,0,1145337708,3227975487,15193,14997,0,0,156,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,21,,,,,,,,,1,201,45,45,45,45,45,43,20,20,,68.68.119.104,192.102.255.63,37.751,43.6319,-97.822,-79.3716,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,,
4876,8989,76103501,2018-05-01 07:06:49,2018-05-01 07:10:27,218,217,1,0,773301,sanitized,103377,sanitized,sanitized,224252,sanitized,24221+,3227975487,11000,1145337704,5060,callee,3,1,200,0,33685504,1,0,0,0,3227975487,1145337708,10817,10856,0,0,2,156,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,,,,,,,,,,,1,1240,45,45,41,45,45,45,20,20,,192.102.255.63,68.68.119.104,43.6319,37.751,-79.3716,-97.822,393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",,
4877,8990,76107123,2018-05-01 12:05:26,2018-05-01 12:05:30,4,2,1,2,862301,sanitized,103268,sanitized,sanitized,180080,sanitized,80081,3452798301,5060,3227975251,11000,caller,3,1,200,0,33692928,1,0,0,0,3452818187,3227975251,68,75,0,0,261,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,501,,255,,255,,,16,53,,,,,,,,,1,1154,45,45,45,45,45,45,20,20,,205.205.133.93,192.102.254.83,45.5005,43.6319,-73.5684,-79.3716,22964,ISP Telecom,395152,CloudPBX,22964,ISP Telecom,395152,CloudPBX,Montreal,
